cp,ltp,percentageChange,pointChange,securityId,securityName,symbol,fetched_at,date,source_endpoint
512.24,512.24,-0.99,-5.11,9156,Sanima Middle Tamor Hydropower Limited,TAMOR,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
640.49,640.49,-0.95,-6.17,274,Excel Development Bank Ltd.,EDBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1487.17,1487.17,-0.94,-14.04,4951,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,JBLB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
528.86,528.86,-0.94,-5.01,131,Nabil Bank Limited,NABIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1060.0,1060.0,-0.93,-10.0,2922,8.5% Sanima Debenture 2087,SBD87,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2278.9,2278.9,-0.92,-21.13,2771,Support Microfinance Bittiya Sanstha Ltd.,SMB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
3590.28,3590.28,-0.9,-32.7,8063,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
704.6,704.6,-0.9,-6.4,183,Neco Insurance Limited,NIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
11.1,11.1,-0.89,-0.1,8106,Global IME Balanced Fund-1,GIBF1,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.02,9.02,-0.88,-0.08,9178,RBB Mutual Fund 2,RMF2,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
209.24,209.24,-0.87,-1.84,348,Citizens Bank International Limited,CZBIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
517.73,517.73,-0.86,-4.47,8032,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.17,9.17,-0.86,-0.08,9257,MBL Equity Fund,MBLEF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.31,9.31,-0.85,-0.08,2902,Laxmi Unnati Kosh,LUK,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
587.75,587.75,-0.83,-4.91,8131,Eastern Hydropower Limited,EHPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
390.82,390.82,-0.83,-3.28,135,Nepal SBI Bank Limited,SBI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1002.04,1002.04,-0.82,-8.27,693,Himalayan Laghubitta Bittiya Sanstha Limited,HLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
209.59,209.59,-0.8,-1.68,134,Himalayan Bank Limited,HBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1126.0,1126.0,-0.79,-9.0,8068,Century Debenture 2088,CCBD88,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1925.61,1925.61,-0.78,-15.2,210,Citizen Investment Trust,CIT,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1900.0,1900.0,-0.78,-14.98,9196,Kutheli Bukhari Small Hydropower Limited,KBSH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1069.84,1069.84,-0.78,-8.37,164,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
253.1,253.1,-0.78,-2.0,517,Nepal Bank Limited,NBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.07,9.07,-0.77,-0.07,9198,Laxmi Value Fund 2,LVF2,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
563.34,563.34,-0.74,-4.18,9176,Ingwa Hydropower Limited,IHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
250.5,250.5,-0.67,-1.68,140,Machhapuchhre Bank Limited,MBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
212.33,212.33,-0.67,-1.44,255,Prabhu  Bank Limited,PRVU,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
256.24,256.24,-0.66,-1.7,2751,Khanikhola Hydropower Co. Ltd.,KKHC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
868.52,868.52,-0.61,-5.29,188,Life Insurance Corporation (Nepal) Limited,LICN,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
15686.91,15686.91,-0.6,-94.54,177,Rastriya Beema Company Limited,RBCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
948.74,948.74,-0.59,-5.67,2896,Sampada Laghubitta Bittiya Sanstha Limited,SMPDA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1056.49,1056.49,-0.58,-6.17,2917,Chandragiri Hills Limited,CGH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
447.47,447.47,-0.58,-2.61,9158,Molung Hydropower Company Limited,MHCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
306.28,306.28,-0.57,-1.76,2789,Joshi Hydropower Development Company Ltd,JOSHI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
577.81,577.81,-0.56,-3.25,2760,United Modi Hydropower Ltd.,UMHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
575.28,575.28,-0.55,-3.2,9170,Dolti Power Company Limited,DOLTI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
369.2,369.2,-0.55,-2.03,171,Sanima Bank Limited,SANIMA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
747.67,747.67,-0.52,-3.89,137,Everest Bank Limited,EBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1650.18,1650.18,-0.49,-8.05,9230,Muktinath Krishi Company Limited,MKCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1258.99,1258.99,-0.49,-6.24,9213,Hathway Investment Nepal Limited,HATHY,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1082.05,1082.05,-0.47,-5.1,9151,Kalinchowk Darshan Limited,KDL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1060.0,1060.0,-0.47,-5.0,2869,11% NIC Asia Debenture 082/83,NICAD8283,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
967.31,967.31,-0.47,-4.57,9147,Shuvam Power Limited,SPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1117.0,1117.0,-0.45,-5.0,2889,10.25% Citizens Bank Debenture 2086,CIZBD86,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1160.0,1160.0,-0.43,-5.0,9243,10% NIMB Debenture 2090,NIMBD90,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1010.0,1010.0,-0.43,-4.37,9261,Nifra Green Energy Debenture 6% - 2088/89,NIFRAGED,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.38,9.38,-0.42,-0.04,9139,Sanima Growth Fund,SAGF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
771.83,771.83,-0.4,-3.09,9181,Rawa Energy Development Limited,RAWA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
198.52,198.52,-0.39,-0.77,8055,Balephi Hydropower Limited,BHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1111.0,1111.0,-0.36,-4.0,8097,10% Prime Debenture 2088,PBD88,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
11950.0,11950.0,-0.34,-40.86,213,Bottlers Nepal (Terai) Limited,BNT,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1518.55,1518.55,-0.34,-5.2,2804,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
714.29,714.29,-0.33,-2.35,2769,Nepal Hydro Developers Ltd.,NHDL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
474.18,474.18,-0.33,-1.59,9218,Trishuli Jal Vidhyut Company Limited ,TVCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
849.32,849.32,-0.32,-2.74,307,Nepal Doorsanchar Company Limited,NTC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.32,9.32,-0.32,-0.03,8023,Mega Mutual Fund -1,MMF1,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
997.05,997.05,-0.3,-2.95,9264,7% RBBL Debenture 2088,RBBD2088,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
5289.27,5289.27,-0.28,-14.73,155,Salt Trading Corporation,STC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1007.2,1007.2,-0.28,-2.8,9255,Everest Bank Limited Debenture 2091,EBLD91,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.66,9.66,-0.21,-0.02,2859,Siddhartha Investment Growth Scheme - 2,SIGS2,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
630.26,630.26,-0.17,-1.05,133,Standard Chartered Bank Limited,SCB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.28,9.28,-0.11,-0.01,9248,Garima Samriddhi Yojana,GSY,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.27,9.27,-0.11,-0.01,2923,Sanima Large Cap Fund,SLCF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
856.4,856.4,-0.05,-0.42,1741,Mero Microfinance Bittiya Sanstha Ltd.,MERO,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2124.06,2124.06,-0.03,-0.59,2925,Mahila Lagubitta Bittiya Sanstha Limited ,MLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
351.32,351.32,-0.03,-0.12,139,NIC Asia Bank Ltd.,NICA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
268.55,268.55,-0.03,-0.09,2757,Arun Kabeli Power Ltd.,AKPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
