companyEmail,companyName,id,instrumentType,regulatoryBody,sectorName,securityName,status,symbol,website,fetched_at,date,source_endpoint
avu@avu.com,Shrijana Finance  (Bittaya Sanstha),261,Equity,Nepal Rastra Bank,Finance,Shrijana Finance  (Bittaya Sanstha),D,SFFIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@apexbanknepal.com,Apex Development Bank Ltd.,262,Equity,Nepal Rastra Bank,Development Banks,Apex Development Bank Ltd.,D,APEX,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
compliance@gmbf.com.np,Guheswori Merchant Banking & Finance Ltd.,263,Equity,Nepal Rastra Bank,Finance,Guheshowori Merchant Bank & Finance Co. Ltd.,A,GMFIL,www.gmbf.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
avu@avu.com,IME Financial Institution,264,Equity,Nepal Rastra Bank,Finance,IME Financial Institution,D,IMEFI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
avu@avu.com,Bhajuratna Finance & Saving Co. Ltd.,265,Equity,Nepal Rastra Bank,Finance,Bhajuratna Finance & Saving Co. Ltd.,D,BFIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pafl@pafl.com,Patan Finance Limited,266,Equity,Nepal Rastra Bank,Finance,Patan Finance Limited,D,PFLBS,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
anna@anna.com,Supreme Development Bank Ltd.,267,Equity,Nepal Rastra Bank,Development Banks,Supreme Development Bank Ltd.,D,SUPRME,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
finance@swbbl.com.np,Swabalamban Laghubitta Bittiya Sanstha Limited,268,Equity,Nepal Rastra Bank,Microfinance,Swabalamban Laghubitta Bittiya Sanstha Limited,A,SWBBL,www.swbbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ncml.com.np,NIDC Capital Markets Ltd.,269,Mutual Funds,Nepal Rastra Bank,Finance,NCM Mutual Fund,D,NCMMF,http://www.ncml.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
imperial@imperial.com,Imperial Financial Inst. Ltd.,270,Equity,Nepal Rastra Bank,Finance,Imperial Financial Inst. Ltd.,D,IFIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
himchulibbs@wlink.com.np,Society Development Bank Ltd.,271,Equity,Nepal Rastra Bank,Development Banks,Society Development Bank Ltd.,D,SODBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
marketing@civilmbsl.com,Civil Merchant Bittiya Santha Ltd.,272,Equity,Nepal Rastra Bank,Finance,Civil Merchant Bittiya Santha Ltd.,D,CMBSL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepsereport@icfcbank.com,ICFC Finance Limited,273,Equity,Nepal Rastra Bank,Finance,ICFC Finance Limited,A,ICFC,www.icfc.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@edb.com.np,Excel Development Bank Ltd.,274,Equity,Nepal Rastra Bank,Development Banks,Excel Development Bank Ltd.,A,EDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
malika@nepse.com,Mahalaxmi BikasBank Limited,275,Equity,Nepal Rastra Bank,Development Banks,Mahalaxmi BikasBank Limited,D,MLBL1,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sharedept@ebl.com.np,Everest Bank Limited,277,Preference Shares,Nepal Rastra Bank,Commercial Banks,Everest Bank Limited Con. Pref.,D,EBLCP,www.everestbankltd.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepalxfinance@wlink.com.np,Nepal Express Finance Ltd.,278,Equity,Nepal Rastra Bank,Finance,Nepal Express Finance Ltd.,D,NEFL,http://www.nepalexfinance.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@biratlaxmibank.com.np,Biratlaxmi Bikas Bank Limited,279,Equity,Nepal Rastra Bank,Development Banks,Biratlaxmi Bikas Bank Limited,D,BLDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@siddharthainsurance.com,Siddhartha Insurance Ltd.,280,Equity,Nepal Insurance Board,Non Life Insurance,Siddhartha Insurance Ltd.,D,SIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@idbank.com.np,Infrastructure Development Bank Ltd.,290,Equity,Nepal Rastra Bank,Development Banks,Infrastructure Development Bank Ltd.,D,IDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
legal@cityexpress.com.np,City Express Finance Co. Limited,296,Equity,Nepal Rastra Bank,Finance,City Express Finance Co. Limited,D,CEFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs.nt@ntc.net.np,Nepal Doorsanchar Company Limited,307,Equity,N/A,Others,Nepal Doorsanchar Company Limited,A,NTC,www.ntc.net.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@prabhufin.com.np,Prabhu Bikas Bank Limited,308,Equity,Nepal Rastra Bank,Development Banks,Prabhu Bikas Bank Limited,D,PRBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@devabank.com.np,Deva Bikas Bank Limited,311,Equity,Nepal Rastra Bank,Development Banks,Deva Bikas Bank Limited,D,DBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@loardbuddhafinance.com.np,Lord Buddha Finance Limited,320,Equity,Nepal Rastra Bank,Finance,Lord Buddha Finance Limited,D,LBFIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sagarmatha.com.np,Sagarmatha  Finance Limited,321,Equity,Nepal Rastra Bank,Finance,Sagarmatha  Finance Limited,D,SAFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@subbl.com.np,Subhechha Bikas Bank Limited,331,Equity,Nepal Rastra Bank,Development Banks,Subhechha Bikas Bank Limited,D,SUBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kafil@wlink.com.np,Kaski Finance Limited,332,Equity,Nepal Rastra Bank,Finance,Kaski Finance Limited,D,KAFIL,http://www.kaskifinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cedbl.com,Clean Energy Development Bank Limited,336,Equity,Nepal Rastra Bank,Development Banks,Clean Energy Development Bank Limited,D,CEDBL,http://www.cedbl.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
triveni@trivenibank.com.np,Triveni Bikas Bank Limited,337,Equity,Nepal Rastra Bank,Development Banks,Triveni Bikas Bank Limited,D,TBBL,http://www.trivenibank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@pfltd.com.np,Progressive Finance Limited,338,Equity,Nepal Rastra Bank,Finance,Progressive Finance Limited,A,PROFL,http://www.pfltd.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
gbbn@wlink.com.np,Purwanchal Grameen Bikash Bank Limited,340,Equity,Nepal Rastra Bank,Development Banks,Purwanchal Grameen Bikash Bank Limited,D,PGBL,http://www.grameenbirat.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nlisting@gibl.com.np,Global IME Bank Limited,341,Equity,Nepal Rastra Bank,Commercial Banks,Global IME Bank Limited,A,GBIME,http://www.globalimebank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@reliablebank.com.np,Reliable Development Bank Limited,342,Equity,Nepal Rastra Bank,Development Banks,Reliable Development Bank Limited,D,REDBL,http://www.reliablebank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pbank@wlink.com.np,Axis Development Bank Limited,344,Equity,Nepal Rastra Bank,Development Banks,Axis Development Bank Limited,D,AXIS,http://www.pashupatibank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sbsl@mail.com.np,Shikhar Finance Limited,345,Equity,Nepal Rastra Bank,Finance,Shikhar Finance Limited,D,SBSL,http://www.shikharfinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pramesh.kayastha@ctznbank.com,Citizens Bank International Limited,348,Equity,Nepal Rastra Bank,Commercial Banks,Citizens Bank International Limited,A,CZBIL,www.ctznbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@boa.com.np,Bank of Asia Nepal Limited,349,Equity,Nepal Rastra Bank,Commercial Banks,Bank of Asia Nepal Limited,D,BOAN,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
api@fewanet.com.np,Api Finance Limited,356,Equity,Nepal Rastra Bank,Finance,Api Finance Limited,D,AFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
CS@pcbl.com.np,Prime Commercial Bank Ltd.,357,Equity,Nepal Rastra Bank,Commercial Banks,Prime Commercial Bank Ltd.,A,PCBL,www.primebank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@lumbinibikasbank.com,Lumbini Bikas Bank Ltd.,358,Equity,Nepal Rastra Bank,Development Banks,Lumbini Bikas Bank Ltd.,A,LBBL,www.lumbinibikasbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sunrisebank.com.np,Sunrise Bank Limited,359,Equity,Nepal Rastra Bank,Commercial Banks,Sunrise Bank Limited,D,SRBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
arunvalley2054@gmail.com,Arun Valley Hydropower Development Co. Ltd.,360,Equity,Nepal Hydropower Board,Hydro Power,Arun Valley Hydropower Development Co. Ltd.,A,AHPC,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@crystal.com.np,Crystal Finance Ltd.,361,Equity,Nepal Rastra Bank,Finance,Crystal Finance Ltd.,S,CFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@mgbl.com.np,Madhyamanchal Gramin Development Bank Ltd.,364,Equity,Nepal Rastra Bank,Development Banks,Madhyamanchal Gramin Development Bank Ltd.,D,MGBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@pdb.com.np,Public Development Bank Limited,367,Equity,Nepal Rastra Bank,Development Banks,Public Development Bank Limited,D,PDB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@mahakali.com.np,Mahakali Bikas Bank Limited,370,Equity,Nepal Rastra Bank,Development Banks,Mahakali Bikas Bank Limited,D,MBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@miteribank.com.np,Miteri Development Bank Limited,371,Equity,Nepal Rastra Bank,Development Banks,Miteri Development Bank Limited,A,MDB,http://www.miteribank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pathibharabank@nns.com.np,Pathibhara Bikas Bank Limited,383,Equity,Nepal Rastra Bank,Development Banks,Pathibhara Bikas Bank Limited,D,PBSL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
resungabank@ntc.net.np,Resunga Bikas Bank Limited,384,Equity,Nepal Rastra Bank,Development Banks,Resunga Bikas Bank Limited,D,RBSL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
asianlife@asianlife.com.np,Asian Life Insurance Co Limited,385,Equity,Nepal Insurance Board,Life Insurance,Asian Life Insurance Co. Limited,A,ALICL,www.asianlife.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kdbl@kdbl.com.np,Kasthamandap Development Bank Limited,388,Equity,Nepal Rastra Bank,Development Banks,Kasthamandap Development Bank Limited,D,KDBL,http://www.kdbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sewabank.com.np,Sewa Bikas Bank Limited,389,Equity,Nepal Rastra Bank,Development Banks,Sewa Bikas Bank Limited,D,SEWA,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
ishwar@himalayanlife.com.np,Himalayan Life Insurance Limited,393,Equity,Nepal Insurance Board,Life Insurance,Himalayan Life Insurance Limited,A,HLI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@mgbl.com.np,Nilgiri Bikas Bank Limited,394,Equity,Nepal Rastra Bank,Development Banks,Nilgiri Bikas Bank Limited,D,NGBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nerudemirmire.com.np,Nerude Mirmire Laghubitta Bittiya Sanstha Ltd.,396,Equity,Nepal Rastra Bank,Microfinance,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,A,NMLBBL,https://www.nerudemirmire.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
cs@adbl.gov.np,Agricultural Development Bank Limited,397,Equity,Nepal Rastra Bank,Commercial Banks,Agricultural Development Bank Limited,A,ADBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ombank.com.np,Om Development Bank Ltd.,398,Equity,Nepal Rastra Bank,Development Banks,Om Development Bank Ltd.,D,ODBL,http://www.ombank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
listing@mahalaxmi.com.np,Mahalaxmi Bikas Bank Ltd.,401,Equity,Nepal Rastra Bank,Development Banks,Mahalaxmi Bikas Bank Ltd.,A,MLBL,http://www.mahalaxmibank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
it@suryalife.com,SuryaJyoti Life Insurance Company Limited,403,Equity,Nepal Insurance Board,Life Insurance,SuryaJyoti Life Insurance Company Limited,A,SJLIC,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
edbl@wlink.com.np,Udhyam Bikas Bank Limited,405,Equity,Nepal Rastra Bank,Development Banks,Udhyam Bikas Bank Limited,D,UBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@alpinedevbank.com.np,Alpine Development Bank Limited,406,Equity,Nepal Rastra Bank,Development Banks,Alpine Development Bank Limited,D,ALDBL,http://www.alpinedevbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
sdfcl@wlink.com.np,Suryadarshan Finance Company Limited,407,Equity,Nepal Rastra Bank,Finance,Suryadarshan Finance Company Limited,D,SDFL,http://www.sdfinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@zenith.com.np,Zenith Finance Limited,408,Equity,Nepal Rastra Bank,Finance,Zenith Finance Limited,D,ZFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@smfcl.com.np,Swastik Merchant Finance Co. Ltd.,409,Equity,Nepal Rastra Bank,Finance,Swastik Merchant Finance Co. Ltd.,D,SMF,http://www.smfcl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
subhalaxmi@wsn.com.np,Subha Laxmi Finance Co. Ltd.,411,Equity,Nepal Rastra Bank,Finance,Subha Laxmi Finance Co. Ltd.,D,SLFL,http://www.shubhalaxmifinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@gsdbl.com.np,Gaurishankar Development Bank Ltd.,412,Equity,Nepal Rastra Bank,Development Banks,Gaurishankar Development Bank Ltd.,D,GSDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
unique@uniquefinance.com.np,Unique Finance Ltd.,413,Equity,Nepal Rastra Bank,Finance,Unique Finance Ltd.,D,UFIL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
diyalobank@gmail.com,Professional Diyalo Bikas Bank Ltd.,414,Equity,Nepal Rastra Bank,Development Banks,Professional Diyalo Bikas Bank Ltd.,D,PRDBL,http://www.diyalobank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@seti.com.np,Seti Finance Limited,416,Equity,Nepal Rastra Bank,Finance,Seti Finance Limited,D,SETI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@garimabank.com.np,Garima Bikas Bank Limited,417,Equity,Nepal Rastra Bank,Development Banks,Garima Bikas Bank Limited,A,GBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
krishna.oasti@jbbl.com.np,Jyoti Bikas Bank Limited,418,Equity,Nepal Rastra Bank,Development Banks,Jyoti Bikas Bank Limited,A,JBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kbbl@kankaibank.com.np,Kankai Bikas Bank Ltd.,419,Equity,Nepal Rastra Bank,Development Banks,Kankai Bikas Bank Ltd.,D,KNBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
chhabindra@gandakibank.com.np,Gandaki Bikas Bank Limited,420,Equity,Nepal Rastra Bank,Development Banks,Gandaki Bikas Bank Limited,D,GDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bikram.malla@hathwayfinance.com,Hathway Finance Company Limited,421,Equity,Nepal Rastra Bank,Finance,Hathway Finance Company Limited,D,HATH,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
kumar.khadka@kabelibank.com,Kabeli Bikas Bank Limited,427,Equity,Nepal Rastra Bank,Development Banks,Kabeli Bikas Bank Limited,D,KEBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kdblnepal.com,Karnali Development Bank Limited,428,Equity,Nepal Rastra Bank,Development Banks,Karnali Development Bank Limited,S,KRBL,www.kdblnepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@hfl.com.np,Himalayan Finance Limited (Bittiya Sanstha),441,Equity,Nepal Rastra Bank,Finance,Himalayan Finance Limited (Bittiya Sanstha),S,HFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
reporting@tinaubank.com,Tinau Development Bank Limited,442,Equity,Nepal Rastra Bank,Development Banks,Tinau Development Bank Limited,D,TNBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nabin@aranikobank.com,Araniko Development Bank Limited,443,Equity,Nepal Rastra Bank,Development Banks,Araniko Development Bank Limited,D,ARDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@valley.com.np,Valley Finance Limited,444,Equity,Nepal Rastra Bank,Finance,Valley Finance Limited,D,VFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
wdbldang@yahoo.com,Western Development Bank Limited,445,Equity,Nepal Rastra Bank,Development Banks,Western Development Bank Limited,D,WDBL,http://www.wdbldang.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@prbl.com.np,Professional Bikas Bank Ltd.,446,Equity,Nepal Rastra Bank,Development Banks,Professional Bikas Bank Ltd.,D,PRBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
admin@guranslife.com,Gurans Life Insurance Company Ltd.,447,Equity,Nepal Insurance Board,Life Insurance,Gurans Life Insurance Company Ltd.,D,GLICL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cdbank.com.np,Country Development Bank Ltd.,448,Equity,Nepal Rastra Bank,Development Banks,Country Development Bank Ltd.,D,CNDBL,http://www.cdbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@corporatebank.com.np,Corporate Development Bank Limited,450,Equity,Nepal Rastra Bank,Development Banks,Corporate Development Bank Limited,A,CORBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
shailesh@purnimabank.com,Purnima Bikas Bank Ltd.,451,Equity,Nepal Rastra Bank,Development Banks,Purnima Bikas Bank Ltd.,D,PURBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
pranay.tuladhar@kamanasewabank.com,Kamana Sewa Bikas Bank Limited,459,Equity,Nepal Rastra Bank,Development Banks,Kamana Sewa Bikas Bank Limited,A,KSBBL,https://www.kamanasewabank.com/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
rdbl@ntc.net.np,Rara Bikas Bank Limited,460,Equity,Nepal Rastra Bank,Development Banks,Rara Bikas Bank Limited,D,RARA,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@hamafinance.com.np,Hama Merchant & Finance Ltd.,470,Equity,Nepal Rastra Bank,Finance,Hama Merchant & Finance Ltd.,D,HAMA,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
mfclfin43@gmail.com,Multipurpose Finance Company  Limited,471,Equity,Nepal Rastra Bank,Finance,Multipurpose Finance Company  Limited,A,MPFL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@shangrilabank.com,SHANGRI-LA DEVELOPMENT BANK LIMITED,472,Equity,Nepal Rastra Bank,Development Banks,Shangrila Development Bank Ltd.,A,SADBL,www.shangrilabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@srdb.com.np,SHINE RESUNGA DEVELOPMENT BANK LTD,473,Equity,Nepal Rastra Bank,Development Banks,Shine Resunga Development Bank Ltd.,A,SHINE,https://srdb.com.np/,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@muktinathbank.com.np,Muktinath Bikas Bank Ltd.,474,Equity,Nepal Rastra Bank,Development Banks,Muktinath Bikas Bank Ltd.,A,MNBBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
prjoshi@bhargavbank.com.np,Bhargav Bikash Bank Ltd.,487,Equity,Nepal Rastra Bank,Development Banks,Bhargav Bikash Bank Ltd.,D,BHBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bagmatibank@info.com,Bagmati Development Bank Ltd.,489,Equity,Nepal Rastra Bank,Development Banks,Bagmati Development Bank Ltd.,D,BGDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bijay@fmdb.com.np,First Micro Finance Laghubitta Bittiya Sanstha Limited,490,Equity,Nepal Rastra Bank,Microfinance,First Micro Finance Laghubitta Bittiya Sanstha Limited,A,FMDBL,www.fmdb.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bishwa.subedi@janatabank.com.np,Janata Bank Nepal Ltd.,496,Equity,Nepal Rastra Bank,Commercial Banks,Janata Bank Nepal Ltd.,D,JBNL,http://www.janatabank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
slbsl2065@gmail.com,Summit Micro Finance Development Bank Ltd.,502,Equity,Nepal Rastra Bank,Microfinance,Summit Laghubitta Bittiya Sanstha Limited,D,SMFDB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@tdbl.com.np,Tourism Development Bank Limited,503,Equity,Nepal Rastra Bank,Development Banks,Tourism Development Bank Limited,D,TDBL,http://www.tdbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@gulmi.com.np,Gulmi Bikas Bank Ltd.,504,Equity,Nepal Rastra Bank,Development Banks,Gulmi Bikas Bank Ltd.,D,GULMI,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
biruram@kanchanbank.com.np,Kanchan Development Bank Limited,505,Equity,Nepal Rastra Bank,Development Banks,Kanchan Development Bank Limited,D,KADBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@cndbl.com.np,Nepal Consumer Development Bank Ltd.,506,Equity,Nepal Rastra Bank,Development Banks,Nepal Consumer Development Bank Ltd.,D,NCDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@pcific.com.np,Pacific Development Bank Limited,512,Equity,Nepal Rastra Bank,Development Banks,Pacific Development Bank Limited,D,PADBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@metrodevbank.com.np,Metro Development Bank Limited,513,Equity,Nepal Rastra Bank,Development Banks,Metro Development Bank Limited,D,METRO,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@risingbank.com,Rising Development Bank Ltd.,514,Equity,Nepal Rastra Bank,Development Banks,Rising Development Bank Ltd.,D,RDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@manjushreefinance.com.np,Manjushree Finance Ltd.,516,Equity,Nepal Rastra Bank,Finance,Manjushree Finance Ltd.,A,MFIL,manjushreefinance.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nbl.bodoffice@nepalbank.com.np,Nepal Bank Limited,517,Equity,Nepal Rastra Bank,Commercial Banks,Nepal Bank Limited,A,NBL,www.nepalbank.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,526,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Investment Growth Scheme-1,D,SIGS1,www.siddharthabank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@indb.com,Innovative Development Bank Ltd.,529,Equity,Nepal Rastra Bank,Development Banks,Innovative Development Bank Ltd.,D,INDB,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@kbbl.com,Kakre Bihar Bikash Bank Ltd,531,Equity,Nepal Rastra Bank,Development Banks,Kakre Bihar Bikash Bank Ltd,D,KKBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
hirakaji.basnet@civilbank.com.np,Civil Bank Ltd,532,Equity,Nepal Rastra Bank,Commercial Banks,Civil Bank Ltd,D,CBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
civic@gmail.com,Civic Development Bank Ltd,533,Equity,Nepal Rastra Bank,Development Banks,Civic Development Bank Ltd,D,CIVIC,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bright@gmail.com,Bright Development Bank Ltd,535,Equity,Nepal Rastra Bank,Development Banks,Bright Development Bank Ltd,D,BRTBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@internationalbank.com.np,International Development Bank Ltd,536,Equity,Nepal Rastra Bank,Development Banks,International Development Bank Ltd,D,INDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@khdbl.com,Khandbari Development Bank Ltd,537,Equity,Nepal Rastra Bank,Development Banks,Khandbari Development Bank Ltd,D,KHDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
company.affairs@nabilbank.com,Nabil Bank Limited,538,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Nabil Balance Fund 1,D,NBF1,www.nabilbank.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@ctbnl.com,Commerz and Trust Bank Nepal Ltd.,539,Equity,Nepal Rastra Bank,Commercial Banks,Commerz and Trust Bank Nepal Ltd.,D,CTBNL,http://www.ctbanknepal.com,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@slbbl.com.np,Swarojgar Laghubitta Bittiya Sanstha Ltd.,545,Equity,Nepal Rastra Bank,Microfinance,Swarojgar Laghubitta Bittiya Sanstha Ltd.,A,SLBBL,www.slbbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
manoj.shrestha@nlgi.com.np,NLG Insurance Company Ltd.,559,Equity,Nepal Insurance Board,Non Life Insurance,NLG Insurance Company Ltd.,A,NLG,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@sindhubank.com.np,Sindhu Bikash Bank Ltd,561,Equity,Nepal Rastra Bank,Development Banks,Sindhu Bikash Bank Ltd,A,SINDU,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
nepse@megabank.com.np,Mega  Bank Nepal Ltd.,562,Equity,Nepal Rastra Bank,Commercial Banks,Mega  Bank Nepal Ltd.,D,MEGA,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@jhimruk.com,Jhimruk Bikas Bank Ltd.,563,Equity,Nepal Rastra Bank,Development Banks,Jhimruk Bikas Bank Ltd.,D,JHBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
bishnuzi@missionbanknepal.com.np,Mission Development Bank Ltd.,570,Equity,Nepal Rastra Bank,Development Banks,Mission Development Bank Ltd.,D,MIDBL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@nbsl.com.np,Namaste Bittiya Sanstha Ltd.,571,Equity,Nepal Rastra Bank,Finance,Namaste Bittiya Sanstha Ltd.,D,NBSL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
gaumukhi.bijuwar@gmail.com,Gaumukhee Bikas Bank Ltd.,572,Equity,Nepal Rastra Bank,Development Banks,Gaumukhee Bikas Bank Ltd.,D,GABL,,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
info@skbbl.com.np,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,574,Equity,Nepal Rastra Bank,Microfinance,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,A,SKBBL,http://www.skbbl.com.np,2025-08-30 12:59:55.271204,2025-08-30,CompanyList
